shipment_id,order_ref,warehouse_id,customer_id,vehicle_id,carrier,ship_date,expected_delivery_date,actual_delivery_date,distance_km,weight_kg,freight_cost_usd,status,origin_city,destination_city
SHP000157,ORD001133,WH004,CUST00475,VEH0045,In-house Fleet,2026-07-31,2026-08-12,2026-08-12,1053.1,687.8,3100.69,Delivered,Columbus,West Daniellehaven
SHP000172,ORD000053,WH005,CUST00012,VEH0028,XPO Logistics,2026-05-31,2026-06-01,2026-06-01,555.0,2868.7,3250.42,Cancelled,Rotterdam,Ortizside
SHP001194,ORD001185,WH014,CUST00359,VEH0010,Delhivery,2026-04-24,2026-04-28,2026-04-28,2645.6,4441.1,1226.64,Cancelled,Atlanta,West Coltontown
SHP000706,ORD000992,WH009,CUST00466,VEH0033,XPO Logistics,2026-07-15,2026-07-24,2026-07-24,734.1,4821.2,3327.36,Cancelled,Atlanta,Danielfort
SHP000287,ORD001142,WH004,CUST00533,VEH0047,Delhivery,2026-03-16,2026-03-26,2026-03-26,149.4,17.7,1299.1,Delivered,Columbus,Scottberg
SHP001091,ORD001200,WH014,CUST00188,VEH0035,DHL,2026-04-21,2026-04-23,2026-04-23,1578.4,3816.9,1100.3,Delivered,Atlanta,Robertport
SHP000454,ORD000981,WH001,CUST00480,VEH0046,Delhivery,2026-07-18,2026-07-21,2026-07-21,825.4,1742.2,787.61,Cancelled,Chennai,New Ginashire
SHP001467,ORD000461,WH001,CUST00396,VEH0040,FedEx,2026-08-02,2026-08-14,,1343.0,1436.3,2753.22,In Transit,Chennai,Davidside
SHP000072,ORD000034,WH009,CUST00172,VEH0052,XPO Logistics,2026-08-07,2026-08-09,2026-08-09,1275.6,933.1,3082.74,Out for Delivery,Atlanta,West Tracy
SHP000083,ORD000172,WH002,CUST00394,VEH0050,XPO Logistics,2026-07-24,2026-08-04,2026-08-04,1135.4,1159.7,1576.78,In Transit,Singapore,Adamside
SHP001170,ORD000570,WH015,CUST00433,VEH0003,BlueDart,2026-03-31,2026-04-03,2026-04-03,1812.0,4486.6,3324.51,Out for Delivery,Atlanta,North Stevenfort
SHP001453,ORD000064,WH001,CUST00338,VEH0020,DHL,2026-08-06,2026-08-16,2026-08-16,2967.0,1174.6,123.59,Delayed,Chennai,New Jonathan
SHP000016,ORD001138,WH009,CUST00270,VEH0045,BlueDart,2026-03-31,2026-04-09,2026-04-09,2328.2,1260.2,3847.07,Cancelled,Atlanta,Oliviaville
SHP000536,ORD001058,WH006,CUST00322,VEH0038,DHL,2026-05-08,2026-05-18,2026-05-18,2109.4,2001.1,1039.29,Cancelled,Atlanta,Mckayview
SHP001160,ORD000474,WH007,CUST00433,VEH0003,In-house Fleet,2026-05-05,2026-05-09,2026-05-09,1023.3,41.6,737.36,Out for Delivery,Delhi,Lake Markland
SHP000919,ORD000380,WH004,CUST00113,VEH0039,In-house Fleet,2026-03-14,2026-03-25,2026-03-25,449.0,3393.3,1348.82,Delayed,Columbus,North Elizabethshire
SHP000452,ORD000111,WH009,CUST00364,VEH0037,BlueDart,2026-05-05,2026-05-14,2026-05-14,1526.4,2538.7,2919.49,Out for Delivery,Atlanta,West Janetburgh
SHP001157,ORD000475,WH010,CUST00581,VEH0024,Delhivery,2026-02-26,2026-02-28,2026-02-28,1685.8,4026.4,3429.01,Delivered,Newark,Leeside
SHP000405,ORD000730,WH008,CUST00591,VEH0047,In-house Fleet,2026-02-26,2026-03-03,2026-03-03,2876.7,1310.2,1623.1,In Transit,Singapore,Ellisside
SHP001398,ORD000688,WH002,CUST00538,VEH0008,FedEx,2026-07-19,2026-07-31,2026-07-31,367.1,5.6,2176.11,Delayed,Singapore,North Derrickville
SHP001356,ORD000191,WH005,CUST00011,VEH0031,In-house Fleet,2026-04-24,2026-05-06,2026-05-06,1818.4,4554.3,1722.31,In Transit,Rotterdam,Cindymouth
SHP000740,ORD001060,WH003,CUST00229,VEH0019,DHL,2026-02-18,2026-02-28,2026-02-28,2320.3,3901.4,1371.69,Delivered,Columbus,North Tannertown
SHP000365,ORD000571,WH012,CUST00391,VEH0053,Delhivery,2026-06-05,2026-06-06,2026-06-06,2827.1,1080.6,3479.99,Out for Delivery,Hamburg,Henryton
SHP000105,ORD000089,WH012,CUST00413,VEH0029,Delhivery,2026-03-07,2026-03-11,2026-03-11,-26.6,4848.8,3808.7,Delayed,Hamburg,New Kevin
SHP001404,ORD000367,WH011,CUST00406,VEH0043,DHL,2026-06-05,2026-06-08,2026-06-08,-44.8,626.1,3835.45,Delivered,Newark,Thompsonbury
SHP001245,ORD000808,WH004,CUST00516,VEH0018,XPO Logistics,2026-04-02,2026-04-03,2026-04-03,671.1,4169.8,2821.25,Cancelled,Columbus,North Aimee
SHP000662,ORD001123,WH012,CUST00045,VEH0015,In-house Fleet,2026-03-10,2026-03-14,2026-03-14,2660.1,1266.1,2794.78,Delivered,Hamburg,North Christopher
SHP000242,ORD000548,WH011,CUST00584,VEH0046,BlueDart,2026-05-15,2026-05-18,2026-05-18,434.8,1571.2,3394.55,Delivered,Newark,Franklinchester
SHP000431,ORD000498,WH014,CUST00056,VEH0016,Delhivery,2026-05-02,2026-05-14,2026-05-14,2334.7,350.9,1616.91,Delivered,Atlanta,Matthewport
SHP000815,ORD000997,WH004,CUST00209,VEH0035,XPO Logistics,2026-07-23,2026-07-29,2026-07-29,664.7,733.5,899.39,Delivered,Columbus,West Phillipstad
SHP000631,ORD000451,WH004,CUST00077,VEH0051,FedEx,2026-04-11,2026-04-13,2026-04-13,328.0,2993.8,1141.56,Delivered,Columbus,Garciamouth
SHP000097,ORD000257,WH015,CUST00198,VEH0058,Delhivery,2026-03-09,2026-03-10,2026-03-10,1759.4,2710.3,234.34,Delivered,Atlanta,West George
SHP000468,ORD000919,WH010,CUST00072,VEH0051,DHL,2026-03-09,2026-03-15,2026-03-15,2541.6,1907.9,832.65,In Transit,Newark,West Richard
SHP000085,ORD000569,WH007,CUST00591,VEH0007,FedEx,2026-03-02,2026-03-12,2026-03-12,2290.7,892.0,1472.79,Delayed,Delhi,North William
SHP000702,ORD001170,WH011,CUST00255,VEH0007,XPO Logistics,2026-08-07,2026-08-13,2026-08-13,84.2,3197.3,1382.2,Out for Delivery,Newark,New Michaelamouth
SHP000010,ORD000955,WH007,CUST00514,VEH0019,In-house Fleet,2026-08-01,2026-08-09,,66.3,3022.6,124.95,In Transit,Delhi,West Davidbury
SHP000605,ORD000578,WH004,CUST00010,VEH0027,BlueDart,2026-08-09,2026-08-16,2026-08-16,2229.2,1636.1,3103.74,Delivered,Columbus,Port Williammouth
SHP000879,ORD000790,wh004,CUST00245,VEH0018,XPO Logistics,2026-05-02,2026-05-06,2026-05-06,2513.1,1316.2,859.66,Cancelled,Columbus,South Dylantown
SHP000774,ORD000649,WH010,CUST00080,VEH0056,DHL,2026-03-24,2026-03-31,2026-03-31,593.6,1846.5,327.36,Delivered,Newark,South Austinmouth
SHP001163,ORD000819,WH009,CUST00514,VEH0011,BlueDart,2026-03-13,2026-03-22,2026-03-22,2625.5,2725.1,2301.18,In Transit,Atlanta,New Patricia
SHP000277,ORD000999,WH010,CUST00177,VEH0024,In-house Fleet,2026-03-07,2026-03-15,2026-03-15,2691.0,1866.9,3295.52,Delivered,Newark,Teresaburgh
SHP000089,ORD000662,WH004,CUST00150,VEH0010,FedEx,2026-07-29,2026-08-06,2026-08-06,773.2,3077.6,3298.56,Cancelled,Columbus,East Bettyshire
SHP000091,ORD000243,wh008,CUST00334,VEH0003,FedEx,2026-06-20,2026-06-26,,2940.2,262.2,2481.11,In Transit,Singapore,South Melindafurt
SHP000766,ORD000927,WH002,CUST00464,VEH0044,DHL,2026-02-28,2026-03-10,,2811.6,664.7,2649.59,In Transit,Singapore,Deborahchester
SHP000281,ORD000385,WH002,CUST00423,VEH0026,BlueDart,2026-08-01,2026-08-02,2026-08-02,2243.4,239.0,1191.55,In Transit,Singapore,Michelleview
SHP001008,ORD001163,WH002,CUST00386,VEH0057,BlueDart,2026-07-09,2026-07-18,2026-07-18,1063.8,3707.3,1860.5,In Transit,Singapore,Nicolechester
SHP000652,ORD000384,WH007,CUST00570,VEH0038,XPO Logistics,2026-03-05,2026-03-14,2026-03-14,928.2,1278.7,1387.08,Out for Delivery,Delhi,Mooreberg
SHP000993,ORD000867,WH011,CUST00235,VEH0031,FedEx,2026-02-22,2026-02-24,2026-02-24,2397.7,4659.0,210.94,Delivered,Newark,New Gregory
SHP000366,ORD000264,WH009,CUST00138,VEH0009,Delhivery,2026-05-15,2026-05-17,2026-05-17,1837.9,3857.2,2072.27,Out for Delivery,Atlanta,Phillipberg
SHP000024,ORD000423,WH006,CUST00564,VEH0051,XPO Logistics,2026-03-22,2026-03-26,2026-03-26,1890.0,98.4,1360.18,Delivered,Atlanta,Lake Alexander
SHP000677,ORD000648,WH012,CUST00527,VEH0041,FedEx,2026-05-15,2026-05-22,,1444.1,922.5,774.63,In Transit,Hamburg,Robinhaven
SHP000999,ORD001180,WH006,CUST00168,VEH0056,FedEx,2026-04-13,2026-04-16,2026-04-16,1239.2,1249.7,3011.31,Out for Delivery,Atlanta,Lopezhaven
SHP000311,ORD000938,WH012,CUST00330,VEH0002,FedEx,2026-03-27,2026-03-31,2026-03-31,2375.0,3615.6,1250.14,Out for Delivery,Hamburg,Port Kristenchester
SHP001061,ORD000179,WH005,CUST00156,VEH0017,BlueDart,2026-03-03,2026-03-14,2026-03-14,2819.7,669.7,1894.62,Out for Delivery,Rotterdam,Ryanville
SHP000641,ORD000848,WH001,CUST00175,VEH0033,Delhivery,2026-03-17,2026-03-26,2026-03-26,1413.9,2946.8,1861.74,Delayed,Chennai,Watsontown
SHP000241,ORD001172,WH003,CUST00054,VEH0042,Delhivery,2026-03-01,2026-03-07,2026-03-07,81.6,4312.3,761.62,In Transit,Columbus,Lake Nicolasfort
SHP000667,ORD000027,WH010,CUST00539,VEH0028,DHL,2026-03-18,2026-03-19,2026-03-19,2307.3,1923.4,190.18,Out for Delivery,Newark,Raymondchester
SHP001302,ORD000043,WH010,CUST00295,VEH0004,XPO Logistics,2026-04-20,2026-04-28,2026-04-28,2316.4,2180.3,2803.86,In Transit,Newark,South Bradleyfort
SHP000099,ORD000370,WH006,CUST00549,VEH0042,In-house Fleet,2026-07-22,2026-08-01,2026-08-01,2157.0,1766.1,1994.73,Delivered,Atlanta,Port Mariah
SHP000168,ORD000853,WH001,CUST00522,VEH0007,Delhivery,2026-04-09,2026-04-16,2026-04-16,2061.5,1238.0,441.28,Delivered,Chennai,Davidmouth
SHP000497,ORD000816,WH007,CUST00206,VEH0017,FedEx,2026-04-20,2026-04-25,2026-04-25,2136.7,2120.4,3998.63,Delivered,Delhi,Lake Zacharytown
SHP000276,ORD001159,WH003,CUST00546,VEH0038,FedEx,2026-06-10,2026-06-20,2026-06-20,668.0,2413.9,3558.02,Delivered,Columbus,Clarkehaven
SHP001114,ORD000321,WH005,CUST00229,VEH0050,Delhivery,2026-03-21,2026-03-24,2026-03-24,1412.6,2068.9,3640.2,Delivered,Rotterdam,North Johnstad
SHP000715,ORD000795,WH007,CUST00194,VEH0047,BlueDart,2026-03-13,2026-03-22,2026-03-22,89.7,775.6,2238.39,Delivered,Delhi,West Erinfort
SHP001269,ORD000437,WH011,CUST00400,VEH0007,XPO Logistics,2026-05-13,2026-05-23,2026-05-23,94.0,3091.2,2041.74,Delivered,Newark,North Deborah
SHP000332,ORD000286,WH001,CUST00023,VEH0026,DHL,2026-04-19,2026-04-27,,2011.6,131.3,1864.87,In Transit,Chennai,Eugenefurt
SHP000220,ORD000448,WH003,CUST00424,VEH0029,BlueDart,2026-03-20,2026-03-21,2026-03-21,2010.4,4604.2,459.6,Out for Delivery,Columbus,Danieltown
SHP000434,ORD000235,WH008,CUST00466,VEH0006,FedEx,2026-04-09,2026-04-18,2026-04-18,1726.0,4227.7,2449.75,Delayed,Singapore,West Aaronville
SHP001456,ORD000996,WH005,CUST00033,VEH0011,In-house Fleet,2026-06-05,2026-06-12,2026-06-12,332.3,1645.2,2670.23,Delivered,Rotterdam,South Sarah
SHP001320,ORD000777,WH015,CUST00408,VEH0001,In-house Fleet,2026-03-09,2026-03-16,2026-03-16,209.9,4144.3,239.99,Delayed,Atlanta,South Donald
SHP000487,ORD000041,WH008,CUST00046,VEH0041,In-house Fleet,2026-05-09,2026-05-13,2026-05-13,-12.7,1825.8,1058.1,In Transit,Singapore,Christopherborough
SHP000532,ORD000858,WH015,CUST00156,VEH0045,FedEx,2026-04-22,2026-04-25,2026-04-25,848.8,2680.0,952.66,In Transit,Atlanta,Jonathantown
SHP001311,ORD000440,WH009,CUST00556,VEH0020,XPO Logistics,2026-06-19,2026-06-27,2026-06-27,2834.2,4551.0,3522.93,Delivered,Atlanta,Christopherberg
SHP000261,ORD000025,WH009,CUST00325,VEH0047,BlueDart,2026-03-22,2026-03-31,,2519.3,1439.6,1251.19,In Transit,Atlanta,Dixonville
SHP000811,ORD000917,WH001,CUST00240,VEH0053,In-house Fleet,2026-03-30,2026-04-09,2026-04-09,1397.4,100.0,3762.16,Delivered,Chennai,East Janice
SHP000306,ORD001146,WH002,CUST00583,VEH0016,BlueDart,2026-05-13,2026-05-14,2026-05-14,2524.3,3328.5,2211.99,Cancelled,Singapore,Lopezberg
SHP000693,ORD000565,wh002,CUST00236,VEH0042,Delhivery,2026-03-21,2026-04-02,2026-04-02,2561.2,2923.7,790.38,Cancelled,Singapore,West Kristina
SHP000197,ORD000529,WH013,CUST00293,VEH0021,XPO Logistics,2026-04-20,2026-05-01,,1712.2,1388.7,3417.22,In Transit,Chennai,South Mark
SHP001165,ORD000955,WH010,CUST00234,VEH0050,BlueDart,2026-05-02,2026-05-13,2026-05-13,1774.4,3582.2,3291.77,Delivered,Newark,South Christopherfurt
SHP001147,ORD000160,WH006,CUST00232,VEH0029,XPO Logistics,2026-03-26,2026-03-27,,135.7,1480.6,1685.29,In Transit,Atlanta,North Wendy
SHP000495,ORD000715,WH014,CUST00058,VEH0006,In-house Fleet,2026-07-06,2026-07-09,2026-07-09,1154.8,1011.1,3586.95,Delayed,Atlanta,Danafort
SHP000111,ORD000733,WH003,CUST00478,VEH0001,In-house Fleet,2026-07-17,2026-07-27,2026-07-27,996.7,3312.9,3576.98,Delivered,Columbus,Lake Codyside
SHP001109,ORD000354,WH009,CUST00563,VEH0018,In-house Fleet,2026-04-26,2026-05-08,2026-05-08,1142.6,1770.1,2063.13,Delivered,Atlanta,Port Aaron
SHP000514,ORD000366,WH011,CUST00104,VEH0058,FedEx,2026-04-12,2026-04-15,2026-04-15,1197.8,965.5,868.94,Out for Delivery,Newark,Lake James
SHP000692,ORD000769,WH006,CUST00543,VEH0011,XPO Logistics,2026-03-04,2026-03-10,2026-03-10,1294.8,2609.1,3558.13,Cancelled,Atlanta,West Christophertown
SHP000370,ORD000681,WH003,CUST00553,VEH0053,FedEx,2026-04-06,2026-04-13,2026-04-13,2512.4,3233.3,157.81,Delivered,Columbus,Morganfort
SHP000794,ORD000715,WH003,CUST00588,VEH0015,In-house Fleet,2026-06-30,2026-07-12,2026-07-12,1008.2,627.7,83.28,Delivered,Columbus,Nicholaston
SHP001099,ORD000789,WH009,CUST00396,VEH0043,In-house Fleet,2026-06-29,2026-07-06,2026-07-06,1249.9,1902.8,1450.36,Delayed,Atlanta,Christopherfort
SHP000927,ORD000569,WH002,CUST00152,VEH0058,BlueDart,2026-03-06,2026-03-12,2026-03-12,2507.3,677.1,557.1,Delayed,Singapore,West Loriburgh
SHP000274,ORD001137,wh010,CUST00570,VEH0053,BlueDart,2026-05-22,2026-06-03,2026-06-03,495.6,3786.3,3475.27,Delivered,Newark,North Samantha
SHP000397,ORD000779,WH007,CUST00434,VEH0037,DHL,2026-07-02,2026-07-08,2026-07-08,1940.5,1200.8,826.64,Cancelled,Delhi,Middletontown
SHP001179,ORD000489,WH009,CUST00160,VEH0054,BlueDart,2026-03-05,2026-03-09,,1264.7,4962.6,87.9,In Transit,Atlanta,New Stephenberg
SHP000686,ORD001176,WH010,CUST00237,VEH0051,FedEx,2026-07-09,2026-07-11,2026-07-11,806.8,696.9,1692.58,Out for Delivery,Newark,Ambermouth
SHP001216,ORD001070,WH012,CUST00233,VEH0016,FedEx,2026-02-20,2026-02-23,2026-02-23,842.8,1760.7,2635.94,Out for Delivery,Hamburg,Franklinmouth
SHP000798,ORD001169,WH013,CUST00244,VEH0030,DHL,2026-04-04,2026-04-08,2026-04-08,1427.0,67.1,2128.36,Delivered,Chennai,Lake Christopher
SHP001212,ORD001057,WH004,CUST00162,VEH0033,BlueDart,2026-05-01,2026-05-13,,2493.9,1847.3,695.33,In Transit,Columbus,Gilbertland
SHP001075,ORD000348,WH008,CUST00568,VEH0024,BlueDart,2026-08-08,2026-08-20,2026-08-20,2929.7,1013.2,1726.12,Delivered,Singapore,Chrismouth
SHP001063,ORD000816,WH006,CUST00163,VEH0002,DHL,2026-03-08,2026-03-11,2026-03-11,2253.2,756.1,1433.81,Delivered,Atlanta,New Elizabeth
SHP000962,ORD000511,WH003,CUST00387,VEH0017,Delhivery,2026-06-02,2026-06-07,2026-06-07,2925.3,4396.1,1726.46,Cancelled,Columbus,New Daniel
SHP000419,ORD000970,WH006,CUST00437,VEH0005,BlueDart,2026-07-30,2026-08-05,2026-08-05,1350.2,3695.0,3555.4,Delayed,Atlanta,South Charlottetown
SHP000376,ORD000329,WH004,CUST00384,VEH0013,BlueDart,2026-03-14,2026-03-19,2026-03-19,61.8,334.5,806.06,Cancelled,Columbus,Wisebury
SHP000464,ORD000697,WH006,CUST00184,VEH0034,FedEx,2026-02-18,2026-03-01,2026-03-01,2331.4,1243.9,1090.84,Delivered,Atlanta,Lisafort
SHP000471,ORD000293,WH004,CUST00546,VEH0056,DHL,2026-05-27,2026-06-01,,1935.9,1360.8,36.25,In Transit,Columbus,Smithchester
SHP001100,ORD000622,wh012,CUST00262,VEH0060,XPO Logistics,2026-05-05,2026-05-17,2026-05-17,1084.3,4764.6,202.46,Delivered,Hamburg,Port Casey
SHP000560,ORD000762,WH009,CUST00426,VEH0010,DHL,2026-03-10,2026-03-21,2026-03-21,495.1,4696.2,2665.27,Delivered,Atlanta,Lake Kathleenburgh
SHP000303,ORD001079,WH015,CUST00278,VEH0024,Delhivery,2026-05-05,2026-05-06,2026-05-06,609.4,3300.0,1653.81,Delivered,Atlanta,Martinmouth
SHP000583,ORD000871,WH012,CUST00465,VEH0022,Delhivery,2026-03-22,2026-03-27,2026-03-27,680.7,4162.7,1354.19,Delivered,Hamburg,Port Crystalborough
SHP000799,ORD000623,WH007,CUST00288,VEH0054,BlueDart,2026-05-19,2026-05-21,2026-05-21,132.1,315.0,1196.94,Cancelled,Delhi,Jenniferbury
SHP000012,ORD001107,WH014,CUST00517,VEH0056,DHL,2026-04-13,2026-04-24,2026-04-24,277.8,3781.6,2008.38,Out for Delivery,Atlanta,Jamesport
SHP001275,ORD000790,WH008,CUST00075,VEH0006,XPO Logistics,2026-07-06,2026-07-08,2026-07-08,1335.0,4776.0,1430.35,Cancelled,Singapore,North Danielfort
SHP000539,ORD000308,WH002,CUST00267,VEH0003,DHL,2026-07-22,2026-07-28,2026-07-28,1026.7,4741.3,3846.97,Out for Delivery,Singapore,East Aaron
SHP000628,ORD000345,wh007,CUST00123,VEH0060,DHL,2026-05-08,2026-05-13,2026-05-13,2708.7,3941.1,341.63,Delivered,Delhi,Port Lynn
SHP000282,ORD000532,WH015,CUST00154,VEH0027,DHL,2026-07-22,2026-08-03,2026-08-03,1361.1,254.0,2432.63,In Transit,Atlanta,Port Joshua
SHP000984,ORD000612,WH012,CUST00302,VEH0051,XPO Logistics,2026-06-16,2026-06-27,2026-06-27,1500.4,892.8,3089.98,Out for Delivery,Hamburg,Henryfort
SHP001265,ORD000124,wh003,CUST00362,VEH0024,FedEx,2026-06-01,2026-06-05,2026-06-05,1193.2,354.3,2317.28,Out for Delivery,Columbus,East Antonio
SHP000224,ORD000293,WH004,CUST00071,VEH0016,Delhivery,2026-03-24,2026-04-01,2026-04-01,1875.5,1639.4,1516.3,Delivered,Columbus,Davidtown
SHP000673,ORD000885,WH004,CUST00107,VEH0045,DHL,2026-03-15,2026-03-18,2026-03-18,2550.8,3043.9,1482.26,Cancelled,Columbus,New Seanland
SHP001244,ORD000523,WH003,CUST00201,VEH0055,Delhivery,2026-03-20,2026-03-30,2026-03-30,1596.9,1133.2,2971.25,Out for Delivery,Columbus,Warrenfort
SHP000967,ORD000678,WH012,CUST00189,VEH0043,BlueDart,2026-03-15,2026-03-17,2026-03-17,1854.8,2711.8,1664.39,In Transit,Hamburg,Andreatown
SHP001150,ORD000506,WH013,CUST00557,VEH0042,Delhivery,2026-04-18,2026-04-27,2026-04-27,2619.4,3256.5,2469.72,Delivered,Chennai,New Jenniferhaven
SHP001094,ORD000186,WH011,CUST00051,VEH0013,DHL,2026-06-27,2026-07-06,,1434.3,3009.4,3286.09,In Transit,Newark,Deleonshire
SHP000076,ORD000620,WH013,CUST00177,VEH0047,Delhivery,2026-03-12,2026-03-23,,2758.0,2823.4,511.34,In Transit,Chennai,Micheleton
SHP000995,ORD001152,WH010,CUST00121,VEH0022,XPO Logistics,2026-08-03,2026-08-08,2026-08-08,2081.3,4581.9,3808.69,Delivered,Newark,Lake Brentmouth
SHP000581,ORD000923,WH015,CUST00600,VEH0009,BlueDart,2026-05-18,2026-05-19,2026-05-19,525.3,2417.5,2040.56,Delayed,Atlanta,Port Monicamouth
SHP001046,ORD000480,WH008,CUST00463,VEH0027,In-house Fleet,2026-03-19,2026-03-24,2026-03-24,2367.1,932.5,2894.38,Delayed,Singapore,West Dwayne
SHP000078,ORD000275,WH015,CUST00355,VEH0028,BlueDart,2026-08-08,2026-08-13,2026-08-13,1559.5,3126.9,117.41,Delayed,Atlanta,Gregorybury
SHP000548,ORD000984,WH012,CUST00233,VEH0022,Delhivery,2026-04-30,2026-05-12,2026-05-12,1029.7,4385.6,418.87,Delivered,Hamburg,Desireeland
SHP000182,ORD000668,WH007,CUST00481,VEH0001,FedEx,2026-05-27,2026-06-08,2026-06-08,1171.6,3297.4,1304.74,Delivered,Delhi,South Melinda
SHP000749,ORD000386,WH009,CUST00001,VEH0001,Delhivery,2026-04-24,2026-05-06,2026-05-06,2297.4,109.3,928.15,Delivered,Atlanta,Patrickfurt
SHP000827,ORD000261,WH002,CUST00260,VEH0053,Delhivery,2026-04-26,2026-05-03,2026-05-03,-39.5,4874.2,1801.57,Cancelled,Singapore,Kingchester
SHP000126,ORD000713,WH003,CUST00237,VEH0022,FedEx,2026-03-23,2026-03-31,2026-03-31,877.8,550.7,3373.35,Out for Delivery,Columbus,Smithchester
SHP001253,ORD000966,WH005,CUST00348,VEH0010,FedEx,2026-05-21,2026-05-29,2026-05-29,627.8,3762.7,722.21,In Transit,Rotterdam,Chadshire
SHP000758,ORD001130,WH011,CUST00484,VEH0028,FedEx,2026-08-13,2026-08-23,2026-08-23,392.3,4958.8,2405.25,Delivered,Newark,West Darryl
SHP001067,ORD000593,WH008,CUST00360,VEH0027,BlueDart,2026-02-21,2026-02-26,2026-02-26,2322.0,4387.9,3998.2,Delivered,Singapore,Martinhaven
SHP000577,ORD000952,WH009,CUST00251,VEH0014,FedEx,2026-07-19,2026-07-28,2026-07-28,102.8,2393.8,1671.31,Delayed,Atlanta,East Andrewchester
SHP000622,ORD000334,WH006,CUST00295,VEH0016,XPO Logistics,2026-06-03,2026-06-13,2026-06-13,196.1,2760.6,2694.13,Delivered,Atlanta,Markmouth
SHP000768,ORD000208,wh001,CUST00385,VEH0024,XPO Logistics,2026-04-10,2026-04-16,2026-04-16,1790.9,1407.2,482.0,Delivered,Chennai,Sherryside
SHP001230,ORD000414,WH001,CUST00390,VEH0006,Delhivery,2026-03-11,2026-03-23,,2769.2,3343.1,3844.72,In Transit,Chennai,Lake Erinberg
SHP001166,ORD000171,wh007,CUST00164,VEH0022,DHL,2026-06-11,2026-06-12,2026-06-12,2864.5,4527.9,117.56,In Transit,Delhi,Allisonfort
SHP001031,ORD000449,WH002,CUST00329,VEH0029,FedEx,2026-05-03,2026-05-14,2026-05-14,760.2,3264.5,2738.65,Out for Delivery,Singapore,Moralesberg
SHP001372,ORD000123,WH005,CUST00372,VEH0015,In-house Fleet,2026-04-02,2026-04-10,2026-04-10,888.8,3331.3,570.03,Cancelled,Rotterdam,Sharonborough
SHP000803,ORD000504,WH015,CUST00496,VEH0013,BlueDart,2026-02-17,2026-02-28,2026-02-28,2544.3,2870.5,1253.5,Delivered,Atlanta,Port Rhonda
SHP000845,ORD000614,WH002,CUST00472,VEH0021,DHL,2026-08-04,2026-08-06,2026-08-06,842.3,4755.3,1173.22,Delivered,Singapore,West Troy
SHP001281,ORD000835,WH004,CUST00524,VEH0046,In-house Fleet,2026-02-28,2026-03-08,,2007.6,3503.8,857.73,In Transit,Columbus,Andrewport
SHP001491,ORD000071,WH013,CUST00400,VEH0025,DHL,2026-03-25,2026-04-03,2026-04-03,2256.8,4052.6,2967.05,Delayed,Chennai,Annshire
SHP001303,ORD001137,WH006,CUST00072,VEH0051,XPO Logistics,2026-07-22,2026-07-28,2026-07-28,2998.4,2441.2,2102.77,Delivered,Atlanta,East Amandachester
SHP000260,ORD000170,wh015,CUST00517,VEH0029,BlueDart,2026-05-08,2026-05-18,2026-05-18,1202.0,4118.6,3311.34,Delivered,Atlanta,New Timothy
SHP000283,ORD000990,WH006,CUST00431,VEH0057,BlueDart,2026-08-01,2026-08-12,2026-08-12,453.7,4464.3,2534.69,Out for Delivery,Atlanta,Sharonshire
SHP000635,ORD000473,WH008,CUST00350,VEH0030,BlueDart,2026-05-01,2026-05-05,2026-05-05,2526.1,2091.5,2200.94,Delivered,Singapore,Port Tonya
SHP001431,ORD000005,WH013,CUST00325,VEH0056,BlueDart,2026-07-30,2026-08-01,2026-08-01,1104.7,2481.9,2262.49,Delayed,Chennai,North Matthew
SHP000475,ORD000981,WH013,CUST00370,VEH0013,FedEx,2026-06-08,2026-06-12,2026-06-12,2610.3,2457.8,2855.52,Delivered,Chennai,Medinaland
SHP000456,ORD000441,WH003,CUST00566,VEH0017,XPO Logistics,2026-04-25,2026-05-02,2026-05-02,2424.7,4564.6,914.29,In Transit,Columbus,Jonesview
SHP000321,ORD000278,WH007,CUST00146,VEH0002,BlueDart,2026-04-04,2026-04-13,2026-04-13,1911.0,4510.3,3615.5,Cancelled,Delhi,South Tara
SHP000435,ORD000880,WH014,CUST00114,VEH0038,BlueDart,2026-06-06,2026-06-18,2026-06-18,1196.8,2623.3,1800.29,Cancelled,Atlanta,South Jenniferbury
SHP001464,ORD000209,WH004,CUST00043,VEH0044,XPO Logistics,2026-04-18,2026-04-26,2026-04-26,2645.9,2018.2,545.58,Out for Delivery,Columbus,Pricetown
SHP000300,ORD000161,WH013,CUST00206,VEH0011,Delhivery,2026-07-28,2026-07-30,2026-07-30,2563.6,555.5,2824.01,Delivered,Chennai,South Craigside
SHP000437,ORD000028,WH007,CUST00355,VEH0051,BlueDart,2026-02-19,2026-02-21,,923.0,1133.8,680.08,In Transit,Delhi,Robertton
SHP001384,ORD001151,WH005,CUST00344,VEH0030,FedEx,2026-04-18,2026-04-22,2026-04-22,1232.0,2194.8,724.92,Delayed,Rotterdam,Amandaton
SHP000439,ORD000878,WH002,CUST00518,VEH0015,FedEx,2026-06-08,2026-06-12,2026-06-12,669.0,75.5,2516.14,Out for Delivery,Singapore,Patriciaport
SHP000326,ORD000370,WH003,CUST00544,VEH0003,In-house Fleet,2026-07-18,2026-07-28,2026-07-28,2523.0,1898.7,2988.77,Delivered,Columbus,North Michael
